nl_clip,regexp
words that start with 'd' and  end with 'kha',d(?:(?:hak|kh)|ykh)a
words that start with 'kh'  and  end with 'hish',kh(?:(?:awah|(?:ah|o))|uwah)ish
"words that start with 'k'  followed by 'ht'  and  end with 'a' ,'e' or 'y'",k(?:eht(?:ay|e)|a?hty)
"words that start with 'a'  followed by 'ja'  and  end with 'e','I' or 'y'",a(?:ajaye|ja(?:ye|[ei]))
words that start wit 'm' followed by 'sib'  and  end with 't',m(?:asibe?t|usib[ae]t)
words that start with 'h'  and  end with 'mat' with any number of 'm'  and  'a',h(?:emaa?t|imm?at)
words that start with 'v' or 'w'  and  end with 'sta',[wv]aa?sta
words that start with 'peh' and  end with 'e' or 'y',peh(?:aly|l[ey])
words that start with 'ph' and  end  ing with 'y' or 'a',ph(?:elay|al[ay])
words that start with 'e' or 'a'  and  end with 'tmad',[ea]i?tmad
words that start with 'b'  and followed by 'ta' and  end  ing with 'u' or 'o',ba?ta[uo]
words that start  and  end with any number of 'a'  and  'o' respectively  followed by a 'y' or 'w',a(?:yoo?|(?:[aw])?o)
"words that start with 'b'  followed by 'th'  and  end with 'I','y' or 'n'",b(?:e(?:athein|thai)|(?:atha|yth)y)
words that start with 'd'  followed by another 'd' in between  and  end with 'y' or 'n',d(?:ay dain|y dein|e day|ydn)
words that start with 'kh'  followed by 'lt' and  end  ing with 'y' or 'e',kh(?:ailt(?:ay|e)|elt[ey])
words that start with 'in' or 'an'  followed by  a 'll' and  end with 'h',(?:ansha allha|insallah)
words that start with 'a' or 'I'  followed by 'sh'  and  'll' and  end with 'h',in(?: sha |(?:(?:sha |nsh)|sha))allah
words that start with 'z' and  end with 'yada',z[aei]yada
words that start with 'z' and  end with 'da',z(?:ai|ya)da
words that start with 'x' or 'z'  and  end with 'da',(?:z(?:ea|[ay])da|xada)
words that start with 't' and  end with 'y'  followed by  one 'r',t(?:ayra|yr)y
words that start with 'ter'  and  end  ing with 'e' or 'y',ter(?:ay|[ey])
words that start with 'bh'  and  followed by 'la' in between,bh(?:alay?i|lae)
words that start with 'ko' and  end with 'm',koo?m
words that start  'qo' or 'qa'  and  end with 'm',q(?:(?:o[au]|o)|au)m
words that start with ' and '  and  end with 'r', and [ae]?r
words that start with 'mel' and  end with 'e' or 'y',mel(?:ay|e)
words that start with 'mil' and  end with 'y' or 'e',mil(?:yay|ay|e)
words that start with 'ist'  followed by one 'm'  and  end with 'l',ist(?:ama|e?m)al
words that start with 'su' or 'so'  followed by  'k' and  'r' and  end with 'ia' or 'ya',s(?:uke?ri|okrey)a
words that start with 'shokr' and  end with 'ya',shokre?ya
words that start with 'shkr' and  end with 'ia' or 'ya',shkriy?a
words that start with 'shuk' and  end with 'ria',shuk(?:[ae])?ria
words that start with 'shukr' and  end with 'ya',shukre?ya
words that start with 'shuk' and  end with 'a' or 'h',shuk(?:iriyaa|riyah?)
words that start with 'ch' and  end with 'x',che?e?x
words that start with 'che' and  end with 'z' or 'e',che(?:e(?:se|z)|az)
words that start with 'b'  followed by 'fi' and followed by 'k' or 'q'  and  end with 'r',b(?:(?:ayfik|yfiq)|efika)r
words that start with 'b'  followed by one 'z'  and  end with 'rg',f(?:a(?:(?:ie|[ey])|i)da|yda)
words that start with 'm'  followed by 'h'  and  'b'  and  end with 't',m(?:uhabb?at|oha?bat)
words that start 'jay',jay(?:ay|e)
words that start with 'ja' and  end with 'e' or 'I',ja(?:ei?|ie)
words that start with 'ta'  followed by one 'r'  and  end with 'f',ta(?:r(?:e[ae]|i)|ari)f
words that start with 'kh'  and  end with 'b',kh[ou][ou]?b
words that start with 'Is'  followed by 'me',is(?: mein|me)
words that start wit 'is'  followed by 'may',is(?: mayn|may)
words that start with 'is' and  end with 'n' or 'in' ,is(?: mai|m)n
words that start with 'm'  and  end with 'dad',ma?dad
words that start with 'da' and  end with 'khtay',da[iy]khtay
words that start with 'd' and  end with 'khte',de?khte
words that start with 'de'  followed by  'kht'  and  end with 'y',de(?:akhta|kht)y
four letter words that start wit 'sh' and  end with 'r',sh[ai]r
words that start with 'sh' and  end with 'r'  followed by  'e' or 'a' in between,sh(?:ae|ea)r
words that start with 'sha' and  end with 'r' or 'e',sha(?:ir|re)
words that start with 'tar' and  end with 'qi',tar[aq]qi
words that start with 'tarak' and  end with 'I',tarak(?:[ak])?i
words that start with 't' and  end with 'raqqi',ta?raqqi
words that start with 'ach' and  end with 'e',ach[hi]e
words that start with 'a' and  end with 'e' or 'I'  followed by  digit in between,a(?:chai|6e)
words that start with 'ach' and  end with 'y' or 'e',ach[ye]
words that start with 'ach' and  end with 'y',ach[ae]y
words that start with 'h'  followed by 'g'  and  end with 'e' or 'I',h(?:og[ei]|ugi|gi)
words that start with 'd'  and  end with 'ti',d(?:ay|[ey])ti
words that start with 'bh' and  end with 'ye' or 'ay',bh(?:oleay|uleye)
"words that start with 'bho' and  end with 'ye' or 'ay' , 'u'",bho(?:oliye|li(?:ay|ye))
words that start with 'fa' or 'fy'  and  end with 'da',f(?:a(?:(?:ie|[ey])|i)da|yda)
words that start with 'r'  followed by 'wa'  and  end with 'ya' or 'ye',r(?:uwa(?:eya|yye)|awaya)
words that start with 'tare' and  end with 'ka',taree?ka
words that start with 'tareek' and  end with 'y' or 'e',tareek[ye]
words that start with 'tariq' and  end with 'y',tariqa?y
words that start with 'tare' and  end with 'e' or 'y' mjst followed by  'eq',tare(?:eqe|q[ey])
words that start with 't' and  end with 'qa'  followed by  'ri' or 're',t(?:hare|a?ri)qa
words that start with 'p' or 'f'  followed by 'lan'  and  end with 'y',(?:ph(?:elana?|ilana)y|felanay)
"words that start with 'kh'  followed by 'sh'  and  end with 'I', 'y' or 'e'",kh(?:osh[ei]|ush[iy])
words that start wih 'es' and  end with 'e' or 'y',es(?:ay|[ey])
words that start with 'a' or 'I' and  end with 'y'  followed by  one 's',(?:aisa|isa?)y
words that start  and  end with 'a'  followed by  one 'la',a[al]la
words that start with 'a' and  end with 'a' or 'w'  followed by  one 'l' in between,a(?:a?law|wlaa)
words that start with 'k'  and  end with 'y' or 'e',k(?:i(?:y(?:ay|e)|ay)|eay)
words that start with 'm' or 'M'  followed by  'sha'  and  'allah',(?:Ma'sha'ALLAH|ma\-sha\-allah)
words that start with 'ma'  followed by  'sa' or 'sha' and  end with 'lah' or 'lh',ma(?:a sha alla|s(?:halla|sal))h
words that start with 'dyt' and  end with 'y' or 'I',dyt(?:ai|y)
words that start with 'da' or 'de' and  end with 'tay',d(?:(?:ay|e)|a)tay
"words that start with 'l'  followed by  'ki' ,'ke' or 'ka' and  end with 'n'",l[eai]k[iea]n
words that start with 'la' and  end with 'en' or 'in'  followed by  'k',la(?:kei|[iy]ke)n
words that start with 'alh'  followed by 'md'  and  end with 'lillah',alh[au]md[uo]lillah
words that start with 'm' must conain 'f'  and  end with 'd',m(?:uf(?:ee|i)|afee)d
words that start with 'h'  followed by 'as' many as  and  end with 'a',h(?:iss?a|esa)
words that start with 'j'  followed by 'og'  and  end with 'y',j(?:aw?ogay|wogy)
words that start with 'walikum'  and  followed by  'as' afterwards,walikum (?:as salam|Aslaam )
words that start with 'wa'  followed by  'kum'  and  'ass' in between,wa(?:\-aLikUm\-assLaM|lkumassalam)
words that start with 'w' and  end with 'salam',w\.?salam
words that start with 'walekum' or 'Walekum' and  end with 'lam' or 'lm',(?:(?:walekum asala?|walekumassala)|Walekumassala)m
words that start with 'walaikum' and  end with 'lam' or 'laam',walaikum(?: assal|us(?:sla|Sal))am
words that start with 'Wa'  followed by  'alikUm' ,Wa\-alikUm\-assLa(?:aM|m)
words that start with 'walikum' and  end with 'lam',(?:(?:walikum asa|walikum sa?)|Walikum sa)lam
words that start with 'p'  followed by 'h'  and  end with 'l',p(?:eha?l|a?hl)
words that start with 'As'  followed by  'lam'  and  end with 'kum' or 'kam',As(?:alam o aleku|lam o Al(?:aka|iku))m
words that start with 'ass'  followed by  'lam' and  end with 'kum' or 'km',ass(?:lam o aulaieku|alam(?: o aliyku|\-oaluk))
words that start with 's' or 'ss'  followed by  'lam' or 'lm' and  end with 'ikum',s(?:alam  alal|salm\-o\-ala)ikum
words that start with 'assalam' and  end with 'kum',as(?:salam(?: ualikum\t|uallaikum)|alamu alikum)
words that start with 'as'  followed by  'lam' and  end with 'ikum',as(?:salamo ala|alam al)ikum
words that start with 'um' and  end with 'ed' or 'id',um(?:(?:ee|i)|mi)d
words that start with 'o'  followed by  one 'm' and  end with 'id' or 'ed',o(?:umai|mee)d
words that start with 'kh'  followed by 'l'  and  end with 's',kh(?:uluss?|oloos|alus)
words that start with 'mubar' and  end with 'k',mubar[ia]k
words that start with 'mub' or 'mb' and  end with 'k'  followed by  'br',m(?:ubra?|broo)k
four letter words that start with 't' and  end with 'k',t(?:ea|hi)k
words that start with 'the' and  end with 'k',the[aei]k
words that start with 's'  followed by 'd' and followed by 'k' or 'q',s(?:ad(?:qay|ke)|dky)
words that start with 'b'  followed by 'n' and followed by 'I' or 'a'  and  end with 'a',b(?:anay|n(?:ay|i))a
words that start with 'n'  followed by 'm'  and  't' and  end  ing with 'n',n(?:(?:eematai|e(?:hmte|maty))|aimatei)n
words that start with 'hu'  followed by  'w' and  end with 'e' or 'y',huw(?:ay|e)
words that start with 'h'  followed by  'v' and  end with 'ay',h(?:ov|[uv])ay
words that start with 'mehs'  and  end with 's',mehs(?:o[os]s|us)
words that start with 'tauf' and  end with 'q',tauf(?:ee|i)q
words that start with 'tof' and  end with 'k' or 'q',tof(?:eek|feq|iq)
words that start with 'sum' or 'sm'  followed by  'jhay' and  end with 'e' or 'a',s(?:umjhaya|mjhaye)
words that start with 'samjha' and  end with 'I' or 'y',samjha(?:ya[iy]|ey)
words that start with 'm'  followed by 'z' or 'x'  and  end with 'd',m(?:az(?:ee|i)|(?:ax|z)ee)d
words that start with 'b' and  end with 'shumar',b[ae]?y?shumar
words that start with 'u' or 'o'  followed by 'mda',[uo]mdah?
words that start with 'p'  and  end with 'sh',p(?:a[iy]sh|[ey]sh)
words that start with 's'  followed by 'k'  and  'n' and  end with 'y',s(?:eek(?:hna|ne)y|ikhna?y)
words that start with 'int'  followed by 'za'  and  end with 'r',int(?:iza|e?z)ar
words that start with 'p'  followed by 'rh'  and  end with 'I' or 'e',p(?:erhyee|rha[ei])
words that start with 'b'  followed by 'n'  and  'ee' or 'aa',b(?:ana(?:(?:ye)?e|ayi)|nyaai)
words that start with 'beht'  followed by 'r'  and  end with 'n',beht(?:ar(?:ee|i)|ree)n
words that start with 'j'  and  end with 'sa',j(?:a[iy]sa|esa)
words that start with 'a' must cintain 'nkh'  and  end with 'I' or 'n',a(?:ankhein|nkh(?:ain|ei))
words that start with 'l' and followed by 'o'  and  end with 'g',lo[ua]?g
words that start with 'p'  and  end with 'r' with total three or four letters,p(?:urr?|(?:[ae])?r)
words that start with 'm'  followed by 'g'  and  end with 'r',m(?:ag[au]r|ge?r)
words that start with 'b'  followed by 'dl'  and  edn with 'I' or 'y',b(?:adlei|(?:adla|dl)y|edlay)
four letter words that start with 'd'  and followed by one 'n',d[uo]n[uo]
words that start with 'it'  followed by 'fa'  and  end with 'q',it(?:t(?:ifa|ef)aq|efaq)
four letter words that start with 'mo' ,mo(?:nh|un)?
four letter words that start with 'mu',mu(?:nh?)?
"words that start with 'k'  followed by 'rw'  and  one 'y' and  end with 'e','y', 'n'",k(?:arw(?:ayei?n|hy)|rwaye)
words that start with 'mang' and  end with 'e' or 'y',mang(?:ay|[ey])
words that start with 'z'  followed by 'r'  and  end with 'y' or 'e',z(?:ari?ye|r(?:ei|ie)y)
words that start with 'p'  followed by 'rh'  and  end with 'n',p(?:arh[ay]n|rhen)
words that start with 's'  followed by 'u' or 'w'  and  end with 'k' or 'q',s(?:h(?:o(?:wk|q)|auq)|oq)
words that start with 'smust' and followed by 'yas'  and  end with 't',s[ia]?yasa?t
words that start with 'rah' and  end with 'y' or 'e'  followed by  'hi',rahi(?:yey?|ay)
words thet start with 'r' and  end with 'yeh' or 'yei',r(?:ehyeh|hyei)
words that start with 'p'  followed by  'y' and  end with 'ar',p(?:aya|[ei]y)ar
four letter words that start with 'p' and  end with 'r',p[ye]ar
words that start with 'y'  followed by 'k' or 'q'  and  end with 'een',ya?[kq]een
words that start with 'sh'  followed by 'r'  and  end with 'f',sh(?:ar(?:ee|i)|ree)f
words that start with 'g'  followed by 're'  and  'bo',g(?:haree?bo|arebon|reebo)
words that start with 'd'  and  end with 'lat',d[oa][uw]?lat
words that start with 's'  and  followed by 'l' with and  end with 'k',s(?:al(?:oo|u)k|luk)
words that start with 'mz' or 'maz' and  end with 'dar',m(?:az(?:za|r)|zai)dar
words that start with 'mazed' and  end with 'r',mazedaa?r
words that start with 'dij' and  end with 'y',dij(?:iye|ea)y
words that start with 'dej' or 'dij' and  end with 'ye' or 'ee',d(?:ejye|ijiy)e
words that start with 'dej' and  end with 'yy' or 'e',dejiy[ey]
words that start with 'maz' and  end with 'ey' or 'iy',maz(?:zae|ai)y
words that start with 'maz' and  end with 'e',mazz?e
words that start with 'm' and  end with 'y'  followed by  'z' in between,ma?za?y
words that start with 'h' and  end with 'dayat',h[eai]dayat
words that start with 'mo' and  end with 'af' followed by  'k' or  'q' in between,mo[kq]af
words that start with 'm' and  end with 'qif' or 'qaf',m(?:ouqa|uaqi)f
words that start with 'tm' and  end with 'ry' or 'rai',tm(?:harai|ary)
words that start with 'tum' and  end with 'ea' or 'ay',tum(?:haray|area)
"words that start with 'k'  followed by 'j'  and  end with 'e','y','a'",k(?:e(?:(?:yjeay|ejye)|jiye)|ijiye)
"words that start with 'g' and followed by 'h','a','y'  and  end with 'b'",g(?:ha(?:ya|e)b|a?yab)
"words that start with 'I' or 'e'  and followed by 'rad' and  end with 'e','a','y'",[ie]rad[ea]y?
words that start with 'w'  followed by 'g' and  end with 'ra',w(?:agh?era|ga?ra)
words that start with 'naz'  followed by 'ri' or 're' and  end with 'a' or 'h',naz(?:r(?:eah|iya)|[az]ria)
words that start with 'j'  followed by with least one 'w' and  end with 'b',j[oa]ww?ab
"words that start with 'pak'  followed by 'rn' and  end with 'e','a','y'",pak(?:arnay|rn(?:(?:ea|y)|e))
words that start with 'ba' or 'bh'  followed by 'rhao',b(?:arhaoo?|harhao)
words that start with 'inho'  followed by another 'n' in between,inho(?:n(?:ay|e)| n[ey])
words that start with 'b'  followed by 'r'  and  end with 'hay',ba?rr?hay
words that start with 'aks'  followed by 'r'  and  end with 't',aks(?:ariya|r(?:ea|y))t
words that start with 'z'  followed by 'm'  and  'da'  and  end with 'ri',z(?:im(?:ayd|yda)ari|emadari)
words that start with 'b'  followed by 'l' and  end with 'nd',b[ou]la?nd
words that start with 'j' and  end with 'th'  followed by one or two 'o' in between,j(?:hoo?|oo)th
words that start with 'jh' and  end with 't',jh(?:oo|ut)t
"words that start with 'sa'  followed by 'l'  and  end with 'ht', 'th' or 't'",sa(?:holath|h(?:oolu|ula)t|ulaht)
words that start with 'g'  followed by  'l' and  end with 't',g(?:ala?t|lt)
words that start with 'ghal' and  end with 't',ghala?t
words that start with 'h'  followed by 'k' and  end with 'mat',h(?:(?:ak(?:oo|u)|ako)|uku)mat
words that start with 'zar' and  end with 'orat',zar[ro]orat
words that start with 'zar' or 'zr' and  end with 'th' or 'at',z(?:ar(?:orth|urat)|rorat)
"words that start with 'ko' and  end with 'e','I'",koy?[ei]
words that start with 'm'  followed by 'z'  and  'l' and followed by with least one 'o' or 'u' and  end with 'm',m(?:azz?loom|zl[ou]m)
words that start with 'd' and followed by 'u' or 'a'  and  end with 'r'  and  end with 'st' or 'sat',d(?:arusa?t|ur[au]st)
words that start with 'm'  followed by 'z'  and  end with 'k' or 'qw',m(?:(?:az)?zaq|azak|uzaq)
words that start with 'utha' and  end with 'y' or 'a',utha(?:ey|[iy])a
words that start with 'bay' and  end with 'e' or 'y',b(?:aych(?:ay|e)|ychy)
words that start with 'bech' and  end with 'e' or 'y',bech[ae]y?
words that start with 'p' and  end with 'yaray',pi?yaray
words that start with 'p'  followed by  'yar' and  end with 're' or 'ry',p(?:iyare|eary|yare)
words that start with 'chal' and  end with 'in',chal[ae]in
words that start with 'ch' and  end with 'y'  followed by  'l',ch(?:al|la)y
