nl_clip,regexp
words that start with string 'g'and ending with string 'zal',g(?:ha|a?)zal
words that start with string 'a'and ending with string 'ha',a[csx]ha
words that start with string 'm'and ending with string 'ra',m(?:[ae])?ra
four or five letter words that start with string 'wad' ,wada[ah]?
words that start with string 't'  containing string 'yar',t(?:ayar[ei]|yari)
words that start with string 'sub' must have one  string 'a',sub(?:ah?|ha)
words that start with string 'j'and ending with' g',j(?:[au])?g
words that start with string 'furs'and ending with string 't',fursa?t
words that start with string 'd'and ending with string 'oka',dh?oka
words that start with string 'ma'and ending with string 'z',maa?zz?
words that start with string 'l'  containing string 'te',l(?:atey?|te)
words that start with string 'd'and ending with string 'kha',do?kha
words that start with string 's'  containing string 'are'and ending with string 'f',sh?aree?f
words that start with string 'f'  containing string 'k'and ending with string 'r',f(?:(?:(?:ika|k)|ik)|eka)r
words that start with string 'l'  containing string 'ngo',la?ngoo?r
words that start with string 'sal'and ending with string 'n',sal(?:iya?|eya)n
words that start with string 'tandr'and ending with string 'st',tandru?st
words that start with string 'm'  containing string 'hm'and ending with string 'n',m[ae]hma?n
words that start with string 'say'and ending with string 'ni',saya?ni
words that start with string 's'  containing string 'l',s(?:al(?:ai|ie)|lai)
words that start with string 's'and ending with string 'kh',s(?:(?:ee|i)|e)kh
words that start with string 'f'  containing string 'k'and ending with string 'ar',f(?:ekh?|ik)ar
words that start with string 'tab'and ending with string 'yt' or string 'yat',tab(?:iya?t|eyt)
words that start with string 'b'  containing string 'h' and ending with string 'n',b(?:eha|ha?)n
words that start with string 'k'  containing string 'b' and ending with string 'r',m(?:aa?r|r)
words that start with string 'm'and ending with string 'sni',m[ie]esni
words that start with string 'j'and ending with string 'th',j(?:oo?|uo)th
words that start with string 'b'  containing string 'sh'and ending with string 'k',b(?:esha?|sha)k
words that start with string 'and'and ending with string 'r',and(?:[ae])?r
words that start with string 'm'and ending with string 'r' with any number of  string 'a' in between,m(?:aa?r|r)
words that start with string 'h'  containing string 'm'and ending with string 'ri',h(?:ama?ri|mri)
words that start withn'n'and ending with string 'klo',n(?:[ei])?klo
words that start with string 't'  containing string 'mh'and ending with string 'ri',t(?:umha|mha?)ri
words that start with string 'm' must have string 'n'and ending with string 'y',m(?:a(?:in(?:ay|e)|ny)|ny)
words that start with string 'a' must have string 'j'and ending with string 'o',a(?:aja|j[ai])o
three or four letter words  that start with string 'h' and ending with string 'n' with string 'a' string 'o' or string 'u' in between,h(?:oo?|au)n
words that start with string 'g'and ending with string 'li',g(?:aa?li|li)
words that start with string 'm'  containing string 'rt',m(?:arty|rt[ey])
words that start with string 'l'  containing string 'g' and string 't',l(?:agat[ey]|gty)
words that start with string 'shuk'and ending with string 'r',shuk(?:[ae])?r
words that start with string 'k'  containing string 's' and ending with string 'so',k(?:han?so|anso)
words that start with string 'chah'and ending with string 't',chaha?t
words that start with string 'n'  containing string 'm'and ending with string 'k' or string 'q',n(?:ama[kq]|mak)
words that start with string 'kh' and ending with string 'sh',kh(?:oo|u)sh
words that start with string 'gh'  containing string 'rel',gh(?:arel(?:oo|u)|relu)
words thatand ending with string 'fla',[kq]aa?fla
words that start with string 'w' must have  string 'ha',w(?:ahan?|ha)
words that start with string 'r'and ending with string 'hna',r(?:[ae])?hna
words that start with string 'f' must have string 'r'and ending with string 'k' or string 'q',f(?:ar(?:a[kq]|q)|raq)
words that start with string 't' must have string 'r'and ending with string 'f',t(?:ara?|ra)f
words that start with string 'bad'and ending with string 'lo',bada?lo
words that start with string 'd'and ending with string 'an' with string 'ey' or string 'eh' in between,d(?:he[hy]an|ehan)
words that start with string 'd'and ending with string 'khao',d(?:[ei])?khao
words that start with string 'guz'and ending with string 'ro',guz(?:[ae])?ro
words that start with string 'tumh'and ending with string 'e' or string 'y',tumh(?:ye?|e)
words that start with string 'pa' or string 'pu'and ending with string 'da',p(?:odaa?|auda)
words that start with string 'a' or string 'e'  must have string 'has',[ae]hsaa?s
words that start with string 'g'and ending with string 'hra',g(?:[ae])?hra
words that start with string 'pas'and ending with string 'nd',pasa?nd
words that start with string 'k'and ending with string 'hna',k(?:[ae])?hna
words that start with string 'zar'and ending with string 'r' ,zar[ou]r
words that start with string 'sh'and ending with string 'kriya',sh[ou]kriya
words that start with string 'h'and ending with string 'so',h(?:aso|s)o
words that start with string 'apn',apn[ie]
words that start with string 'zaro'and ending with string 'r',zaroo?r
words that start with string 'k' must have string 'd'and ending with string 'r',k(?:ada|d)r
words that start with string 'k'and ending with string 'rna',ka?rna
words that start with string 'b' must have string 'h'and ending with string 't',b(?:oha|h)t
words that start with string 'b'and ending with string 'ht',bo?ht
words that start with string 'k'and ending with string 'ya',ki?ya
words that start with string 'par'and ending with string 'o' or string 'u',par(?:oo|u)
words that start with string 'm'and ending with string 'in',m[ae]in
words that start with string 'd'and ending with string 'lha',du?lha
words that start with string 'g'and ending with string 'zaro',g[ou]zaro
words that start with string 'b'and ending with string 'ht',b(?:au)?ht
words that start with string 'p'and ending with string 're',paree?
words that start with string 'ke'and ending with string 'y' or string 'e',ke[ye]
words that start with string 'ph'and ending with string 'pho',ph[ou]pho
words that start with string 'l'and ending with string 'ty',le?ty
two or three letter words that start with string 'm'and ending with string 'y',m(?:e[ey]|y)
words that start with string 'w'and ending with string 'sy',w(?:ai)?sy
words that start with string 'sh'and ending with string 'khi',sh[ou]khi
words that start with string 'm'and ending with string 'ri',me?ri
words that start with string 'h'and ending with string 'n' must have string 'o' or string 'u' or both in between,h(?:oo|u)n
words that start with string 'a'and ending with string 'na',aa?na
words that start with string 'de'and ending with string 'na',dee?na
words that start with string 'm'and ending with string 'sam',m(?:au|o)sam
words that start with string 'ankh'and ending with string 'n',ankhei?n
words that start with string 'shuk'and ending with one or two string 'r',shukrr?
words that start with string 'apn'and ending with string 'I' or string 'e',apn(?:ee|i)
words that start with  string 't'and ending with string 'ng',ta?ng
words that start with string 'r'and ending with string 'hi',ra?hi
words that start with string 'w'and ending with string 'ha',wa?ha
words that start with string 'ghat'and ending with string 'ya',ghati?ya
words that start with string 's' must have string 'h'and ending with string 'I' or string 'e',s(?:a?hi|ae)
words that start with string 'd'and ending with string 'kh',de?kh
words that start with string 'n'and ending with string 'ya',na?ya
words that start with string 'I' or string 'e' must have string 'sra',[ie]sraa?r
words that start with string 'h' must have string 'm'and ending with string 'ra',h(?:ama|ma?)ra
two or three letter words that start with string 'q'and ending with string 'o' or string 'u',q(?:uo?)?
words that start wit string 'kar'and ending with string 'hi' of string 'ai',k(?:arah?|rah)i
words that start with string 'n' must have string 'ya',n(?:yaa?|aya)
words that start with string 'z' must have string 'h'and ending with string 'r',z(?:eh[ae]r|hr)
words that start with string 'a' must have string 'ta',a(?:taa?|ata)
words that start with string 'ba' must have string 'ris',ba(?:arish?|rish)
words that start with string 'n'and ending with string 'end' or string 'ind',n(?:ee|i)nd
words that start with string 'h' mustand ending with string 'rna',h(?:aa?rna|rna)
words that start with string 'nam'and ending with string 'ona' or string 'una',nam(?:oo|u)na
words that start with string 'k'and ending with string 'ro',ka?ro
words that start with string 'as'and ending with string 'l',as(?:[ae])?l
words that start with string 'gha'and ending with string 'ty',gh(?:aa?ty|ty)
words that start with string 'kho'and ending with string 'lti' ,kh(?:oo?lti|lti)
words that start with string 'be' or string 'ba'and ending with string 'shk' or string 'shak',b(?:aysha|(?:esha|ysh))k
words that start with string 'b' must have string 'ht'and ending with string 'r',b(?:ahte|ehta)r
words that start with string 'bha'and ending with string 'r'  must have string 't' in between,bh(?:ate|t)r
words that start with'h'and ending with string 'fazat',h[iea]fazat
words that start with string 'zim'and ending with string 'dar',zim[ae]dar
words that start with string 'zim' must have string 'yd'and ending with string 'r',zim(?:ayda|yd)r
words that start with string 'bat'and ending with string 'e' or string 'n',baten?
words that start with string 'ba' must have string 't'and ending with string 'in',ba(?:ata|te)in
words that start with string 'sa'and ending with string 'e' or string 'I',sa(?:h[ei]|[ei])
words that start with string 'dar'and ending with string 'sat' or string 'st',dar(?:usa?|osa)t
words that start with string 'the'and ending with string 'k',the[ae]k
words that start with string 't'and ending with string 'k must have string 'e',t(?:heh|ea)k
words that start with string 's'and ending with string 'th',s(?:a(?:ath|th )|th)
words that start with string 'z' must have string 'r'and ending with string 'ri' ,z(?:ar(?:oo|u)ri|r[ou]ri)
words that start with string 'yak' or string 'yaq'and ending with string 'n',ya(?:k(?:ee|i)|qee)n
words that start with string 'l'and ending with string 'kha',l(?:ai|[ei])kha
words that start with string 'ko'and ending with string 'I' or string 'e',ko(?:yi|[ei])
words that start with string 'k'and ending with string 'rta',k(?:[ae])?rta
words that start with string 'z' must have string 'rd'and ending with string 'st',z(?:ab(?:urdu|rda)st|brdst)
words that start with string 'b'and ending with string 'ghair',b[ae]ghair
words that start with string 'b' must have string 'g'and ending with string 'r',b(?:aghe|gai)r
words that start with string 'sh' must have string 'rka'and ending with string 't',sh(?:[ei])?rkat
words that start with string 'z' must have string 'k'and ending with string 'r',z(?:ika?r|kr)
three or four letter words that start with string 'h'and ending with string 'wa' or string 'va or simply string 'a',h(?:(?:(?:uw|v)|u)|ov)a
words that start with string 'da' or string 'de'and ending with string 'na',d(?:a[iy]na|ena)
words that start with string 'be' or string 'ba'and ending with string 'tha',b(?:a[iy]tha|etha)
words that start with string 'de' and string 'da'and ending with string 'dia',d[ea]y?dia
words that start with string 'm'and ending with string 'dad',ma?dad
words that start with string 'il' or string 'el'and ending with string 'm',(?:ila?m|elm)
words that start with string 'r'and ending with string 'h',r(?:(?:aa|e)|a?)h
words that start with string 'ch'and ending with string 'e' or string 'y',ch(?:ayey|ea)
words that start with string 'ch'and ending with string 'ye',ch(?:ahi?|ha)ye
words that start with string 'do' or string 'du'and ending with string 'a' ,d(?:ow?a|uaa?)
words that start with string 'am' or string 'um'and ending with string 'l',(?:ama?|uma)l
